"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2018-08-02 18:30:00",44572,14.01,8.57,8.97,"2018-08-02 18:20:00",7.679,"2018-08-02 18:30:00",87.50243,87.50243,9.75107,2.204,272.9,60.23,1.784,497,152.8565,39.53672,-48.99938,-36.08067,10.29058,316.9616,329.8803,734.9796
"2018-08-02 19:00:00",44573,14.04,7.582,8.68,"2018-08-02 18:52:00",5.923,"2018-08-02 18:36:00",101.0634,99.5598,10.39338,1.423,194.4,77.33,1.748,352,112.5551,28.36535,-27.22501,-29.65557,9.246851,333.376,330.9454,734.8846
"2018-08-02 19:30:00",44574,14.08,7.418,7.86,"2018-08-02 19:05:00",6.937,"2018-08-02 19:27:00",105.3717,100.857,10.39112,1.122,160,46.08,1.122,250,122.2982,21.74409,-24.9516,-32.01576,8.855879,333.6544,326.5903,734.885
"2018-08-02 20:00:00",44575,13.64,7.072,7.39,"2018-08-02 19:51:00",6.721,"2018-08-02 20:00:00",114.1569,113.5791,11.42532,3.323,333.5,47.81,1.119,284,33.66127,5.510238,-6.513001,-27.54217,8.016864,347.846,326.8168,735.3748
"2018-08-02 20:30:00",44576,13.26,6.344,6.894,"2018-08-02 20:07:00",5.425,"2018-08-02 20:28:00",120.0528,120.0528,11.49375,5.387,341.1,12.32,1.121,335,7.495583,0.8442726,-3.093248,-22.58512,6.93363,345.8374,326.3456,735.9298
"2018-08-02 21:00:00",44577,13.01,5.897,6.164,"2018-08-02 20:32:00",5.543,"2018-08-02 20:55:00",119.907,119.907,11.12677,1.769,304.9,72.37,1.123,258,4.086009,0.3711106,-3.643963,-17.0264,6.347571,342.3715,328.989,735.689
"2018-08-02 21:30:00",44578,12.93,4.619,6.097,"2018-08-02 21:03:00",3.159,"2018-08-02 21:22:00",119.5702,119.5702,10.17367,2.518,156.7,9.81,1.13,300,-0.1063462,-0.7980444,-10.32312,-13.6827,5.380403,330.9462,327.5866,735.689
"2018-08-02 22:00:00",44579,12.89,4.921,5.828,"2018-08-02 21:49:00",3.931,"2018-08-02 21:33:00",118.8646,118.8646,10.31515,2.163,173.9,11.23,1.127,337,-0.9648455,1.178611,-30.39276,-15.04259,5.025395,309.124,324.4741,735.6265
"2018-08-02 22:30:00",44580,12.87,5.504,5.986,"2018-08-02 22:27:00",4.742,"2018-08-02 22:05:00",117.6949,117.6949,10.63486,0.746,79.7,85.8,1.127,307,-1.299282,1.81009,-45.02525,-15.66066,4.823048,293.5029,322.8675,735.9678
"2018-08-02 23:00:00",44581,12.85,5.101,5.886,"2018-08-02 22:31:00",4.056,"2018-08-02 22:50:00",119.0518,119.0518,10.46056,1.77,149.9,28.56,1.128,304,-1.322125,1.290296,-40.66653,-13.38698,4.801202,297.7559,325.0355,735.6481
"2018-08-02 23:30:00",44582,12.84,5.222,5.887,"2018-08-02 23:02:00",4.445,"2018-08-02 23:27:00",118.0427,118.0427,10.45933,2.065,153.7,13.12,1.128,298,-1.917742,0.9561187,-39.8035,-14.93163,5.040833,299.7889,324.6607,735.9102
"2018-08-02 24:00:00",44583,12.83,3.986,4.63,"2018-08-02 23:31:00",3.56,"2018-08-02 23:59:00",116.4776,116.4776,9.460405,3.036,168.9,4.449,1.126,367,-2.575865,0.9375533,-50.20449,-14.97454,4.027689,284.4661,319.696,736.01
"2018-08-03 00:30:00",44584,12.82,3.984,5.004,"2018-08-03 00:23:00",3.224,"2018-08-03 00:14:00",116.4579,116.4579,9.461658,2.59,167.1,11.31,1.128,310,-1.618464,1.615191,-47.66005,-13.83035,3.85449,286.1762,320.0059,735.8488
"2018-08-03 01:00:00",44585,12.8,4.76,5.34,"2018-08-03 00:36:00",3.944,"2018-08-03 01:00:00",116.5655,116.5655,9.998963,1.641,148.2,32.41,1.122,349,-0.28874,0.9004225,-29.77451,-15.44652,4.517988,307.2697,321.5977,735.9177
"2018-08-03 01:30:00",44586,12.79,3.578,4.264,"2018-08-03 01:22:00",3.037,"2018-08-03 01:12:00",115.5214,115.5214,9.118776,3.305,160.6,5.692,1.125,372,-1.626062,0.5848104,-40.41358,-13.78745,3.949047,293.8776,320.5038,735.1221
"2018-08-03 02:00:00",44587,12.78,4.32,4.937,"2018-08-03 01:58:00",3.106,"2018-08-03 01:31:00",114.9257,114.9257,9.558492,2.637,157.3,6.67,1.125,365,-0.9725935,2.023617,-60.32241,-15.93271,4.188961,275.131,319.5207,735.6071
"2018-08-03 02:30:00",44588,12.76,3.81,4.668,"2018-08-03 02:02:00",3.191,"2018-08-03 02:16:00",114.4607,114.4607,9.182588,3.454,160.2,6.195,1.144,377,-2.127558,1.048946,-60.02517,-15.24628,4.014932,274.5852,319.3641,735.3652
