"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2015-08-07 09:30:00",10114,14.37,7.158,7.759,"2015-08-07 09:17:00",6.197,"2015-08-07 09:30:00",78.38515,78.38515,7.933639,3.775,230.5,6.452,1.009,336,583.9935,123.4911,-76.48528,-37.58769,9.140168,283.569,322.4666,743.0101
"2015-08-07 10:00:00",10115,14.34,7.053,7.523,"2015-08-07 09:33:00",6.494,"2015-08-07 09:46:00",77.29204,77.29204,7.765968,4.223,233,6.829,0.658,238,608.5647,140.9467,-77.66566,-39.21273,9.242809,282.9113,321.3643,743.3481
"2015-08-07 10:30:00",10116,14.29,8.28,8.89,"2015-08-07 10:03:00",7.576,"2015-08-07 10:22:00",73.35827,73.35827,8.012329,4.262,235.2,7.464,0.661,193,688.8213,153.9621,-82.06694,-45.53679,10.62464,285.6226,322.1527,743.4224
"2015-08-07 11:00:00",10117,14.29,7.119,7.643,"2015-08-07 10:40:00",6.367,"2015-08-07 10:54:00",76.00459,76.00459,7.670637,4.909,234.4,7.147,0.664,216,599.2325,131.8741,-65.38808,-39.87099,9.421982,296.1142,321.6313,743.502
"2015-08-07 11:30:00",10118,14.36,6.879,7.48,"2015-08-07 11:18:00",6.267,"2015-08-07 11:04:00",78.43903,78.43903,7.788405,4.442,228.2,4.818,0.667,196,249.9273,55.87576,-52.53809,-32.88972,8.069888,302.0888,321.7372,743.6526
"2015-08-07 12:00:00",10119,14.41,7.796,9.35,"2015-08-07 11:52:00",6.785,"2015-08-07 11:32:00",75.3812,75.3812,7.968139,3.783,231.9,9.91,0.668,204,363.5249,77.07946,-36.47002,-37.44212,9.004882,322.8959,321.9238,743.7374
"2015-08-07 12:30:00",10120,14.41,6.906,7.725,"2015-08-07 12:05:00",6.063,"2015-08-07 12:14:00",77.97475,77.97475,7.755024,4.262,228,9.27,0.669,219,454.4296,94.79378,-28.18585,-36.15602,8.614376,329.1938,321.2237,743.2343
"2015-08-07 13:00:00",10121,14.35,6.502,7.396,"2015-08-07 12:58:00",5.824,"2015-08-07 12:40:00",80.42765,80.42765,7.780139,4.395,224.6,10.97,0.674,245,549.287,110.4889,-30.35568,-36.81154,8.711058,327.5338,321.0779,743.8439
"2015-08-07 13:30:00",10122,14.35,6.307,7.342,"2015-08-07 13:05:00",5.885,"2015-08-07 13:20:00",80.57073,80.57073,7.6892,4.445,230.1,8.2,0.679,232,508.7334,101.6104,-18.03964,-37.38086,8.930923,340.964,321.6228,743.6207
"2015-08-07 14:00:00",10123,14.43,6.469,6.937,"2015-08-07 13:55:00",5.946,"2015-08-07 13:43:00",81.22649,81.22649,7.840291,4.715,233.7,5.005,0.68,222,255.5972,56.12807,-2.483878,-30.60882,7.511375,349.3309,321.2059,743.9065
"2015-08-07 14:30:00",10124,14.45,6.832,7.911,"2015-08-07 14:27:00",5.561,"2015-08-07 14:12:00",82.10603,82.10603,8.131375,3.704,220.9,10.29,0.68,236,239.9831,52.95844,-4.67068,-31.02554,7.634327,347.7646,321.4098,743.9066
"2015-08-07 15:00:00",10125,14.45,6.839,7.525,"2015-08-07 14:31:00",6.3,"2015-08-07 15:00:00",91.46667,91.46667,9.056129,4.462,231.6,9.76,0.685,190,204.0169,44.44911,-1.725474,-31.24002,7.771643,351.3973,321.8827,743.9066
"2015-08-07 15:30:00",10126,14.48,5.444,7.458,"2015-08-07 15:06:00",4.305,"2015-08-07 15:14:00",95.23403,95.13758,8.561744,4.567,228.9,7.632,0.684,189,172.7513,38.3446,5.042664,-23.84878,6.151495,350.1002,321.2088,743.9807
"2015-08-07 16:00:00",10127,14.52,6.515,7.087,"2015-08-07 15:55:00",5.391,"2015-08-07 15:31:00",85.35794,85.35794,8.261168,4.58,227.1,12.44,0.689,196,187.9644,43.65757,-0.1190292,-24.38097,6.2791,345.5582,321.2962,744.1497
"2015-08-07 16:30:00",10128,14.27,5.086,6.147,"2015-08-07 16:03:00",3.999,"2015-08-07 16:17:00",92.18675,92.18675,8.080667,5.033,222.3,6.426,0.689,192,79.85371,18.85932,7.379151,-20.40601,5.352246,348.4967,320.7115,744.1497
"2015-08-07 17:00:00",10129,14.57,6.268,7.171,"2015-08-07 17:00:00",5.862,"2015-08-07 16:31:00",89.30107,89.30107,8.503139,4.876,231.8,4.142,0.687,222,113.4043,26.75045,2.380565,-22.29541,5.918992,346.2794,321.6034,744.0691
"2015-08-07 17:30:00",10130,14.4,6.711,8.78,"2015-08-07 17:09:00",5.711,"2015-08-07 17:15:00",84.09882,84.09882,8.262709,4.362,231.9,8.53,0.693,195,481.7257,90.62511,-9.521389,-29.61654,7.334476,341.4129,321.3177,744.0825
