"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2015-07-04 09:30:00",8482,14.1,12.91,13.81,"2015-07-04 09:02:00",11.85,"2015-07-04 09:22:00",39.2887,39.2887,5.83752,1.156,169.5,60.29,1.763,246,650.4003,179.2239,-119.8266,-71.47436,16.33267,278.3485,326.7007,747.8448
"2015-07-04 10:00:00",8483,14.14,12.88,13.98,"2015-07-04 09:43:00",10.91,"2015-07-04 09:55:00",40.4483,40.4483,5.987431,1.322,285.7,52.35,1.761,250,716.2099,193.5489,-122.965,-76.06676,17.13687,279.6617,326.56,747.7808
"2015-07-04 10:30:00",8484,14.17,12.99,13.94,"2015-07-04 10:20:00",11.14,"2015-07-04 10:01:00",40.91363,40.91363,6.11459,1.639,297.8,52.53,1.763,312,789.3624,205.7673,-120.9354,-75.523,16.92165,280.5017,325.9141,747.5653
"2015-07-04 11:00:00",8485,14.17,12.01,13.05,"2015-07-04 10:33:00",10.65,"2015-07-04 10:45:00",44.40196,44.40196,6.218199,1.951,271,47.51,1.771,237,851.3201,214.1219,-118.7849,-74.54013,16.64135,281.0979,325.3426,747.8068
"2015-07-04 11:30:00",8486,14.21,11.4,12.47,"2015-07-04 11:30:00",10.49,"2015-07-04 11:07:00",45.55756,45.55756,6.133678,1.828,249.2,25.25,1.773,241,899.2048,222.1216,-116.0035,-73.19601,16.2786,281.8761,324.6836,747.8953
"2015-07-04 12:00:00",8487,14.11,13.12,13.92,"2015-07-04 11:53:00",12.6,"2015-07-04 11:59:00",39.11377,39.11377,5.897123,2.13,170.3,55.8,1.778,228,937.8575,223.8745,-120.9089,-79.13979,17.49363,283.6978,325.4669,747.6459
"2015-07-04 12:30:00",8488,14.15,11.97,14.05,"2015-07-04 12:30:00",10.17,"2015-07-04 12:12:00",43.19532,43.19532,6.012327,2.332,217.1,49.62,1.783,233,962.1126,222.3746,-115.0089,-75.12578,16.70638,285.245,325.1281,748.1655
"2015-07-04 13:00:00",8489,14.2,13.51,13.98,"2015-07-04 12:31:00",12.12,"2015-07-04 12:55:00",39.07856,39.07856,6.042968,1.574,256.7,68.49,1.779,228,977.3289,217.8089,-122.5042,-85.38684,18.69911,288.8606,325.978,748.0076
"2015-07-04 13:30:00",8490,14.23,13.85,14.3,"2015-07-04 13:23:00",13.16,"2015-07-04 13:18:00",38.0298,38.0298,6.014712,1.899,224.7,51.4,1.784,257,980.8506,206.4068,-121.2972,-82.41292,18.78963,290.5699,329.4542,747.8285
"2015-07-04 14:00:00",8491,14.2,13.16,14.31,"2015-07-04 13:31:00",11.68,"2015-07-04 13:55:00",40.56303,40.56303,6.126348,2.374,257.7,39.22,1.793,210,971.6122,212.2489,-118.6958,-83.49876,18.41373,291.0638,326.2608,747.4045
"2015-07-04 14:30:00",8492,14.12,13.78,15.06,"2015-07-04 14:14:00",11.8,"2015-07-04 14:29:00",38.45171,38.45171,6.033287,2.674,213.6,50.08,1.789,237,953.812,213.6576,-116.5794,-82.9375,18.2028,291.9951,325.637,747.6877
"2015-07-04 15:00:00",8493,14.14,11.64,13.23,"2015-07-04 14:53:00",9.51,"2015-07-04 15:00:00",45.99378,45.99378,6.284536,3.284,222.8,17.78,1.8,230,924.1622,212.5142,-103.0576,-72.5292,16.10952,293.898,324.4265,747.2091
"2015-07-04 15:30:00",8494,14.15,10.51,11.7,"2015-07-04 15:30:00",9.49,"2015-07-04 15:01:00",50.60326,50.60326,6.421339,3.426,217.9,23.79,1.811,313,892.0004,213.0435,-94.72005,-65.58651,14.65062,294.2834,323.4169,747.6915
"2015-07-04 16:00:00",8495,14.12,11.79,13.81,"2015-07-04 15:46:00",9.59,"2015-07-04 16:00:00",48.19126,48.19126,6.649142,3.077,233.8,37.61,1.812,217,691.3897,170.3253,-93.91626,-66.25711,14.96646,296.7985,324.4577,747.4492
"2015-07-04 16:30:00",8496,14.18,10.26,12.2,"2015-07-04 16:18:00",8.5,"2015-07-04 16:07:00",55.51402,55.51402,6.920448,2.951,233.9,34.66,1.812,239,378.7631,97.50331,-75.91131,-51.53414,12.05454,299.2589,323.6361,747.2025
"2015-07-04 17:00:00",8497,14.19,9,10.95,"2015-07-04 16:36:00",7.081,"2015-07-04 16:56:00",61.67339,61.67339,7.053741,4.144,224.8,15.72,1.817,236,400.5242,103.4295,-68.96677,-46.3416,10.82333,299.7687,322.3939,747.567
"2015-07-04 17:30:00",8498,14.19,9.3,10.43,"2015-07-04 17:12:00",8.09,"2015-07-04 17:07:00",61.96936,61.96936,7.248113,3.732,225.7,15.6,1.821,251,139.2817,40.67671,-29.09769,-37.34578,9.201789,331.2716,323.0235,747.3996
