"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2015-10-05 12:30:00",12952,14.06,4.689,5.486,"2015-10-05 12:08:00",3.823,"2015-10-05 12:26:00",71.88003,71.88003,6.126018,1.912,308.6,40.68,1.013,188,703.5602,493.0519,-120.4089,-58.53273,13.56381,262.766,324.6422,735.1321
"2015-10-05 13:00:00",12953,14.15,4.729,5.599,"2015-10-05 12:34:00",4.258,"2015-10-05 12:59:00",71.70481,71.70481,6.132815,2.686,316.4,72.43,1.019,189,764.2891,517.6188,-127.844,-54.76996,12.60407,250.2246,323.2986,735.4525
"2015-10-05 13:30:00",12954,14.22,4.229,4.795,"2015-10-05 13:05:00",3.691,"2015-10-05 13:14:00",73.47067,73.47067,6.067492,3.056,339.5,35.03,1.027,180,716.6375,468.1208,-124.8372,-48.44555,11.19073,245.8007,322.1924,735.654
"2015-10-05 14:00:00",12955,14.25,4.422,4.82,"2015-10-05 13:58:00",4.199,"2015-10-05 13:39:00",70.76616,70.76616,5.924871,2.294,22.21,31.1,1.031,195,673.6893,427.5903,-121.385,-50.6502,11.5376,251.0597,321.7945,735.2537
"2015-10-05 14:30:00",12956,14.21,4.716,5.121,"2015-10-05 14:04:00",4.336,"2015-10-05 14:30:00",68.45927,68.45927,5.851105,1.374,49.45,65.3,1.031,201,396.7054,250.1282,-124.4176,-48.85,10.97367,245.1234,320.6909,735.1072
"2015-10-05 15:00:00",12957,14.12,5.941,7.538,"2015-10-05 14:53:00",4.337,"2015-10-05 14:32:00",62.06878,62.06878,5.760106,1.374,284.3,72.86,1.031,192,642.4338,394.408,-122.1085,-52.54062,11.69824,251.2902,320.8581,734.9945
"2015-10-05 15:30:00",12958,14.13,5.022,5.734,"2015-10-05 15:08:00",4.483,"2015-10-05 15:28:00",66.37915,66.37915,5.793269,1.979,252.6,58.36,1.035,192,468.1838,280.3622,-124.3471,-49.04571,11.01477,245.409,320.7104,734.7667
"2015-10-05 16:00:00",12959,14.29,4.336,4.97,"2015-10-05 15:32:00",4.06,"2015-10-05 15:52:00",70.92088,70.92088,5.900238,2.508,251.2,23.55,1.039,192,355.9034,220.8609,-103.0055,-35.80796,8.105266,251.8073,319.0049,734.7946
"2015-10-05 16:30:00",12960,14.41,4.447,4.841,"2015-10-05 16:06:00",4.034,"2015-10-05 16:01:00",73.45543,73.45543,6.161011,4.541,245.2,9.4,1.038,196,311.7273,191.3123,-93.75581,-28.5001,6.589582,253.4613,318.717,734.8459
"2015-10-05 17:00:00",12961,14.46,4.448,5.041,"2015-10-05 17:00:00",4.202,"2015-10-05 16:51:00",73.30428,73.30428,6.147887,3.127,250,18.95,1.037,193,291.7882,176.8786,-91.1186,-28.33633,6.421205,255.2624,318.0446,734.7238
"2015-10-05 17:30:00",12962,14.45,5.174,5.41,"2015-10-05 17:22:00",4.957,"2015-10-05 17:15:00",66.20665,66.20665,5.842025,1.867,332.5,59.15,1.035,191,136.9531,92.45227,-84.28048,-28.10886,6.464583,262.3187,318.4903,734.7239
"2015-10-05 18:00:00",12963,14.17,4.877,5.343,"2015-10-05 17:34:00",3.594,"2015-10-05 17:58:00",65.54511,65.54511,5.659454,1.882,264.3,61.92,1.037,191,72.40527,53.34949,-88.50784,-24.30647,5.235328,252.0405,316.2418,734.6342
"2015-10-05 18:30:00",12964,13.89,3.627,4.099,"2015-10-05 18:08:00",3.142,"2015-10-05 18:15:00",71.26875,71.26875,5.642976,2.376,250.8,26.02,1.04,191,21.22747,18.41479,-81.78699,-18.30532,3.352089,249.6346,313.1162,734.4803
"2015-10-05 19:00:00",12965,13.61,3.199,3.68,"2015-10-05 18:34:00",2.726,"2015-10-05 18:51:00",72.49909,72.49909,5.568902,2.087,239.1,19.15,1.04,192,3.6245,4.641459,-64.99708,-15.28972,2.656579,263.1004,312.8078,734.6774
"2015-10-05 19:30:00",12966,13.39,4.192,4.593,"2015-10-05 19:23:00",3.151,"2015-10-05 19:30:00",68.59278,68.59278,5.65322,2.048,302.7,34.82,1.038,192,-1.611401,1.671384,-75.41928,-17.81188,3.078351,254.69,312.2974,735.0096
"2015-10-05 20:00:00",12967,13.23,3.358,3.892,"2015-10-05 19:36:00",2.753,"2015-10-05 19:50:00",71.02348,71.02348,5.517566,1.925,254.5,65.87,1.04,192,-2.166266,1.309294,-70.44946,-17.16848,2.411845,256.4851,309.7661,734.881
"2015-10-05 20:30:00",12968,13.11,3.327,3.627,"2015-10-05 20:05:00",2.771,"2015-10-05 20:13:00",68.11584,68.11584,5.279657,1.35,207,70.74,1.039,192,-0.4180515,1.235008,-43.24017,-15.09395,2.285167,283.0927,311.2389,734.7203
