"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2014-08-28 14:00:00",0,14.42,7.19,7.257,"2014-08-28 13:59:00",7.123,"2014-08-28 14:00:00",57.07935,57.07935,5.789874,1.731,246.7,0,1.766,196,796.2253,250.9344,-123.0795,-49.50715,12.67822,255.3663,328.9387,737.2219
"2014-08-28 14:30:00",1,14.23,7.084,7.442,"2014-08-28 14:18:00",6.62,"2014-08-28 14:04:00",56.78466,56.78466,5.717908,3.112,248.6,16.2,1.59,381,859.3075,257.8557,-119.7216,-50.30791,11.85776,254.3979,323.8117,737.383
"2014-08-28 15:00:00",2,14.26,7.244,7.624,"2014-08-28 14:59:00",6.938,"2014-08-28 14:32:00",55.83239,55.83239,5.684423,3.066,254.9,15.73,0.755,423,847.7154,255.8734,-119.1109,-52.34398,11.84245,254.928,321.6949,737.7704
"2014-08-28 15:30:00",3,14.23,7.539,7.899,"2014-08-28 15:23:00",7.3,"2014-08-28 15:12:00",55.64388,55.64388,5.780163,2.994,245.3,16.17,0.772,281,793.3029,240.9566,-118.9289,-52.69954,11.91175,255.4738,321.7032,737.7109
"2014-08-28 16:00:00",4,14.21,6.973,7.863,"2014-08-28 15:31:00",6.101,"2014-08-28 15:49:00",58.01125,58.01125,5.785622,2.963,230.9,12.5,0.79,421,715.9682,219.1731,-116.4251,-50.53946,11.44294,255.5299,321.4155,737.6254
"2014-08-28 16:30:00",5,14.21,6.977,7.912,"2014-08-28 16:15:00",6.101,"2014-08-28 16:30:00",58.46498,58.46498,5.843535,2.911,231,21.41,0.745,424,648.9912,199.9388,-112.8105,-47.48111,10.81357,255.8587,321.188,737.6254
"2014-08-28 17:00:00",6,14.2,7.403,7.946,"2014-08-28 16:40:00",6.252,"2014-08-28 16:31:00",53.74085,53.74085,5.52657,2.637,222,56.68,0.705,368,574.2958,177.135,-111.3112,-47.86748,10.90024,257.8084,321.2521,737.5449
"2014-08-28 17:30:00",7,14.18,7.758,8.23,"2014-08-28 17:26:00",6.805,"2014-08-28 17:02:00",53.85042,53.85042,5.678385,2.3,213.3,78.36,0.729,484,490.8846,148.6027,-107.9937,-47.20892,10.82483,260.7324,321.5172,737.6254
"2014-08-28 18:00:00",8,14.2,7.042,7.845,"2014-08-28 17:31:00",6.327,"2014-08-28 17:58:00",58.08637,58.08637,5.830133,2.447,216.8,56.2,0.754,466,140.1561,45.32536,-92.53979,-35.25351,8.491348,264.2516,321.5379,738.0001
"2014-08-28 18:30:00",9,14.42,7.137,7.743,"2014-08-28 18:11:00",5.497,"2014-08-28 18:29:00",58.69804,58.69804,5.925797,2.18,185.3,69.01,0.768,211,95.34122,34.00308,-74.6763,-28.8598,7.062633,274.8953,320.7119,737.6329
"2014-08-28 19:00:00",10,14.07,6.63,7.7,"2014-08-28 18:40:00",5.674,"2014-08-28 18:51:00",62.62988,62.62988,6.104936,2.102,175.5,52.54,0.663,550,64.21088,24.29003,-80.90611,-26.20768,6.440516,265.5752,320.2736,738.102
"2014-08-28 19:30:00",11,13.89,6.455,6.988,"2014-08-28 19:24:00",5.729,"2014-08-28 19:09:00",64.84624,64.84624,6.25178,1.831,219.7,53.55,0.858,424,27.35067,13.126,-86.2289,-22.5822,5.62218,256.2091,319.8558,738.2681
"2014-08-28 20:00:00",12,13.69,6.806,7.291,"2014-08-28 19:44:00",6.082,"2014-08-28 19:31:00",64.57065,64.57065,6.378328,1.927,170,83.1,0.759,296,13.39467,6.808957,-75.89587,-23.18289,5.816483,267.4979,320.2109,738.4486
"2014-08-28 20:30:00",13,13.47,5.466,6.572,"2014-08-28 20:01:00",4.514,"2014-08-28 20:20:00",71.04768,71.04768,6.392926,1.207,235.4,30.47,0.731,322,0.1290857,0.9647869,-54.38083,-18.63847,4.676585,283.4378,319.1802,738.7455
"2014-08-28 21:00:00",14,13.3,5.993,6.298,"2014-08-28 20:44:00",5.577,"2014-08-28 20:50:00",70.36735,70.36735,6.572374,1.203,96.9,88.4,0.691,410,-1.230302,1.939062,-60.60332,-18.76904,4.669563,277.1774,319.0117,738.9927
"2014-08-28 21:30:00",15,13.16,5.803,6.349,"2014-08-28 21:03:00",5.274,"2014-08-28 21:19:00",72.99309,72.99309,6.726874,1.566,0.974,81,0.705,512,-2.559383,2.013336,-81.08405,-18.19773,4.461512,255.6858,318.5721,739.1539
"2014-08-28 22:00:00",16,13.07,5.887,6.063,"2014-08-28 21:58:00",5.56,"2014-08-28 21:31:00",72.56391,72.56391,6.727957,3.173,334.8,36.57,0.691,522,-1.951827,1.948406,-81.67953,-19.42725,4.773451,256.6082,318.8604,738.9927
