"TOA5","29792","CR1000","29792","CR1000.Std.18","CPU:AWS_HEF_Eis2014_neu.CR1","49309","HEF_Eis"
"TIMESTAMP","RECORD","Batt_Min","Tair_Avg","Tair_Max","Tair_TMx","Tair_Min","Tair_TMn","RH_Avg","RH100_Avg","e_Avg","Wspeed","Wdir","Std_Wdir","Dist_Avg","SRQC_Max","SWI_Avg","SWO_Avg","LWI_Avg","LWO_Avg","cnr4_T_C_Avg","LWI_corr_Avg","LWO_corr_Avg","Press"
"TS","RN","Volt","Celsius","Celsius","Celsius","Celsius","Celsius","%","%","hPa","m/s","Deg","Deg","m","none","W/m^2","W/m^2","W/m^2","W/m^2","Celsius","W/m^2","W/m^2","hPa"
"","","Min","Avg","Max","TMx","Min","TMn","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2017-12-03 08:30:00",40446,12.45,-19.18,-18.17,"2017-12-03 08:26:00",-20.73,"2017-12-03 08:02:00",42.08319,42.08319,0.4827029,2.581,244.3,12.18,1.237,190,-1.608207,1.741215,-84.74792,-30.21352,-20.65528,145.7136,200.248,726.1772
"2017-12-03 09:00:00",40447,12.45,-20.78,-19.4,"2017-12-03 08:31:00",-22.05,"2017-12-03 08:43:00",44.54418,44.54418,0.4393647,3.874,251.2,4.724,1.242,190,1.806375,4.208712,-83.13596,-27.7029,-21.34025,144.836,200.269,726.258
"2017-12-03 09:30:00",40448,12.48,-21.49,-20.38,"2017-12-03 09:30:00",-22.45,"2017-12-03 09:11:00",49.05748,49.05748,0.4531837,4.52,254.7,8.75,1.243,190,14.00131,14.8981,-80.43441,-25.43617,-21.94454,145.3547,200.353,726.6622
"2017-12-03 10:00:00",40449,12.59,-20.53,-19.4,"2017-12-03 09:36:00",-22.18,"2017-12-03 09:58:00",53.24969,53.24969,0.538309,3.705,251.1,7.272,1.24,190,25.99046,26.08098,-81.71802,-26.69866,-21.13154,147.008,202.0274,726.743
"2017-12-03 10:30:00",40450,12.79,-19.82,-19.17,"2017-12-03 10:23:00",-20.6,"2017-12-03 10:01:00",56.04579,56.04579,0.605126,3.519,247.2,10.89,1.239,190,37.65065,36.47123,-83.05873,-28.07499,-20.47062,148.0774,203.0612,726.9507
"2017-12-03 11:00:00",40451,13.1,-20.39,-19.17,"2017-12-03 10:57:00",-21.34,"2017-12-03 10:37:00",56.71702,56.71702,0.5807617,4.094,251.3,8.97,1.24,190,49.37694,45.93742,-81.62036,-27.12636,-20.46998,149.5182,204.0122,727.094
"2017-12-03 11:30:00",40452,13.59,-19.07,-18.3,"2017-12-03 11:16:00",-20.71,"2017-12-03 11:30:00",56.25229,56.25229,0.6520894,2.706,249.6,15.05,1.239,189,61.33086,55.79388,-85.86877,-32.30299,-19.23952,149.8038,203.3696,727.394
"2017-12-03 12:00:00",40453,14.19,-19.91,-18.89,"2017-12-03 11:58:00",-21.16,"2017-12-03 11:31:00",57.39172,57.39172,0.6145361,4.02,256.4,5.228,1.238,190,140.5304,115.4966,-84.47998,-28.08554,-19.49397,150.2543,206.6488,727.5557
"2017-12-03 12:30:00",40454,14.95,-17,-15.88,"2017-12-03 12:20:00",-19.02,"2017-12-03 12:01:00",48.64825,48.64825,0.6788638,2.77,247.1,10.88,1.231,190,367.754,287.562,-100.9487,-29.72414,-14.91055,151.2496,222.4742,727.3326
"2017-12-03 13:00:00",40455,14.88,-17.5,-16.77,"2017-12-03 12:57:00",-18.28,"2017-12-03 12:38:00",48.2947,48.2947,0.64548,3.981,250.4,5.42,1.232,190,378.3481,289.222,-102.5874,-27.57535,-14.49042,151.2206,226.2327,727.0483
"2017-12-03 13:30:00",40456,14.84,-16.77,-16.08,"2017-12-03 13:22:00",-17.71,"2017-12-03 13:04:00",44.18404,44.18404,0.6303579,3.548,253.1,4.425,1.231,190,380.3415,285.3234,-105.0048,-27.56783,-14.00932,150.699,228.136,727.25
"2017-12-03 14:00:00",40457,14.81,-16.79,-15.71,"2017-12-03 13:53:00",-17.51,"2017-12-03 13:36:00",42.27786,42.27786,0.6023447,3.271,251.6,9.29,1.232,190,366.3705,268.6249,-106.7992,-30.07277,-13.72771,150.0135,226.7399,727.2453
"2017-12-03 14:30:00",40458,14.81,-17.4,-16.51,"2017-12-03 14:28:00",-18.54,"2017-12-03 14:10:00",43.72185,43.72185,0.5891564,3.561,248.7,6.985,1.232,190,340.9321,243.4621,-104.9955,-29.05552,-14.65707,148.1566,224.0966,727.326
"2017-12-03 15:00:00",40459,14.81,-17.17,-16.66,"2017-12-03 14:50:00",-17.9,"2017-12-03 14:34:00",41.53943,41.53943,0.5721359,3.276,243.9,7.095,1.232,190,303.1633,209.0378,-105.4129,-31.07565,-14.56726,148.0891,222.4263,727.1646
"2017-12-03 15:30:00",40460,14.81,-18.15,-17.26,"2017-12-03 15:01:00",-18.86,"2017-12-03 15:24:00",44.13618,44.13618,0.5555151,3.77,252.8,5.229,1.235,190,252.3786,166.226,-100.2406,-29.0412,-15.98114,147.7726,218.972,727.1198
"2017-12-03 16:00:00",40461,14.8,-16.84,-16.37,"2017-12-03 15:48:00",-17.49,"2017-12-03 15:31:00",40.51023,40.51023,0.5746213,2.101,246.6,9.99,1.232,190,192.2011,117.4996,-102.4343,-35.03625,-15.70995,146.6178,214.0159,727.3661
